"positive_count","negative_count","label"
65424,2495,"mm_cluster2"
59589,3921,"mm_cluster2"
59239,1304,"mm_cluster2"
53463,1358,"mm_cluster2"
59044,2823,"mm_cluster2"
61545,4086,"mm_cluster2"
59773,5425,"mm_cluster2"
60353,5186,"mm_cluster2"
52299,1873,"mm_cluster2"
59805,2962,"mm_cluster2"
58348,3084,"mm_cluster2"
50015,1801,"mm_cluster2"
46253,3153,"mm_cluster2"
58418,2535,"mm_cluster2"
42064,2812,"mm_cluster2"
61474,1988,"mm_cluster2"
57341,2846,"mm_cluster2"
63412,2203,"mm_cluster2"
58455,3550,"mm_cluster2"
55920,2432,"mm_cluster2"
48266,1123,"mm_cluster2"
53602,2967,"mm_cluster2"
49882,3003,"mm_cluster2"
69099,5020,"mm_cluster2"
54765,2701,"mm_cluster2"
53633,3106,"mm_cluster2"
49483,2834,"mm_cluster2"
51411,745,"mm_cluster2"
48102,2829,"mm_cluster2"
56893,3999,"mm_cluster2"
56847,2673,"mm_cluster2"
51869,2745,"mm_cluster2"
58361,4375,"mm_cluster2"
68542,4078,"mm_cluster2"
42697,3383,"mm_cluster2"
55616,3821,"mm_cluster2"
54643,2520,"mm_cluster2"
59350,5975,"mm_cluster2"
42684,2691,"mm_cluster2"
45078,4190,"mm_cluster2"
71871,515,"mm_cluster2"
45676,2202,"mm_cluster2"
70277,4288,"mm_cluster2"
57549,861,"mm_cluster2"
55525,697,"mm_cluster2"
58669,3136,"mm_cluster2"
51119,1794,"mm_cluster2"
66283,2583,"mm_cluster2"
55641,2335,"mm_cluster2"
58786,1656,"mm_cluster2"
63913,5452,"mm_cluster2"
45703,3226,"mm_cluster2"
53851,4056,"mm_cluster2"
54036,2086,"mm_cluster2"
54735,4100,"mm_cluster2"
49587,3750,"mm_cluster2"
42427,1211,"mm_cluster2"
55117,2799,"mm_cluster2"
38839,1570,"mm_cluster2"
53525,467,"mm_cluster2"
52909,2267,"mm_cluster2"
54517,2644,"mm_cluster2"
58072,3622,"mm_cluster2"
51077,4176,"mm_cluster2"
50861,3171,"mm_cluster2"
54778,662,"mm_cluster2"
61412,1857,"mm_cluster2"
56574,3879,"mm_cluster2"
56270,4619,"mm_cluster2"
45977,4171,"mm_cluster2"
57308,4152,"mm_cluster2"
52802,2143,"mm_cluster2"
58951,2596,"mm_cluster2"
49783,4932,"mm_cluster2"
65565,6539,"mm_cluster2"
53465,2743,"mm_cluster2"
53009,2750,"mm_cluster2"
54403,3095,"mm_cluster2"
53911,2125,"mm_cluster2"
51302,2092,"mm_cluster2"
60095,2204,"mm_cluster2"
60347,4837,"mm_cluster2"
59605,2173,"mm_cluster2"
47460,4159,"mm_cluster2"
59461,3176,"mm_cluster2"
58217,3039,"mm_cluster2"
63289,4330,"mm_cluster2"
66078,933,"mm_cluster2"
64452,834,"mm_cluster2"
49403,442,"mm_cluster2"
50248,3964,"mm_cluster2"
50380,5035,"mm_cluster2"
50266,2402,"mm_cluster2"
70187,1456,"mm_cluster2"
53629,1062,"mm_cluster2"
55862,2440,"mm_cluster2"
60889,2165,"mm_cluster2"
40787,854,"mm_cluster2"
67653,2525,"mm_cluster2"
67681,5391,"mm_cluster2"
45756,2166,"mm_cluster2"
52545,4872,"mm_cluster2"
58351,4820,"mm_cluster2"
47148,2933,"mm_cluster2"
59793,5581,"mm_cluster2"
55935,2660,"mm_cluster2"
56043,458,"mm_cluster2"
67739,5561,"mm_cluster2"
48383,3219,"mm_cluster2"
53236,2174,"mm_cluster2"
58685,2029,"mm_cluster2"
63158,4247,"mm_cluster2"
60635,3657,"mm_cluster2"
60297,4012,"mm_cluster2"
53169,2148,"mm_cluster2"
65341,3803,"mm_cluster2"
46684,2838,"mm_cluster2"
45979,1251,"mm_cluster2"
44926,3532,"mm_cluster2"
54929,4080,"mm_cluster2"
64479,5538,"mm_cluster2"
44329,2590,"mm_cluster2"
64585,2165,"mm_cluster2"
45975,3806,"mm_cluster2"
51020,1575,"mm_cluster2"
71498,2357,"mm_cluster2"
59629,3685,"mm_cluster2"
56469,4079,"mm_cluster2"
52072,2383,"mm_cluster2"
59018,900,"mm_cluster2"
56603,2963,"mm_cluster2"
57129,3278,"mm_cluster2"
59356,1876,"mm_cluster2"
45668,2309,"mm_cluster2"
48018,1990,"mm_cluster2"
62880,2229,"mm_cluster2"
50198,2705,"mm_cluster2"
56214,2780,"mm_cluster2"
42449,6081,"mm_cluster2"
56801,1018,"mm_cluster2"
57074,1722,"mm_cluster2"
60286,3007,"mm_cluster2"
63833,2884,"mm_cluster2"
54062,1390,"mm_cluster2"
76951,2879,"mm_cluster2"
59675,3590,"mm_cluster2"
50810,2230,"mm_cluster2"
51231,2242,"mm_cluster2"
47504,2986,"mm_cluster2"
52268,1713,"mm_cluster2"
47726,1664,"mm_cluster2"
55605,2102,"mm_cluster2"
52571,1689,"mm_cluster2"
62660,2211,"mm_cluster2"
64701,1448,"mm_cluster2"
59046,1320,"mm_cluster2"
68677,1476,"mm_cluster2"
53246,3689,"mm_cluster2"
64008,3233,"mm_cluster2"
50793,4093,"mm_cluster2"
56141,2352,"mm_cluster2"
57122,1286,"mm_cluster2"
54917,1882,"mm_cluster2"
58653,4157,"mm_cluster2"
38822,2822,"mm_cluster2"
60342,3938,"mm_cluster2"
48308,3278,"mm_cluster2"
46514,2356,"mm_cluster2"
49260,1732,"mm_cluster2"
50073,2637,"mm_cluster2"
58817,1869,"mm_cluster2"
54033,4116,"mm_cluster2"
57706,5001,"mm_cluster2"
50251,2609,"mm_cluster2"
67204,3572,"mm_cluster2"
46188,2344,"mm_cluster2"
54594,3559,"mm_cluster2"
60565,2332,"mm_cluster2"
44222,821,"mm_cluster2"
43105,2169,"mm_cluster2"
45916,1268,"mm_cluster2"
69824,3549,"mm_cluster2"
56055,2757,"mm_cluster2"
55589,3418,"mm_cluster2"
53718,2861,"mm_cluster2"
50650,3148,"mm_cluster2"
46257,3100,"mm_cluster2"
65322,4212,"mm_cluster2"
53384,1189,"mm_cluster2"
46050,1741,"mm_cluster2"
59841,1919,"mm_cluster2"
54364,1896,"mm_cluster2"
54076,3485,"mm_cluster2"
52324,2722,"mm_cluster2"
46887,2382,"mm_cluster2"
63357,4200,"mm_cluster2"
44148,3216,"mm_cluster2"
66388,2748,"mm_cluster2"
44972,1071,"mm_cluster2"
56816,3241,"mm_cluster2"
54211,3836,"mm_cluster2"
57366,1548,"mm_cluster2"
61791,3482,"mm_cluster2"
48570,2710,"mm_cluster2"
41563,2555,"mm_cluster2"
62524,5505,"mm_cluster2"
50747,1477,"mm_cluster2"
55557,2590,"mm_cluster2"
50230,3923,"mm_cluster2"
62532,2646,"mm_cluster2"
55158,6081,"mm_cluster2"
57221,2331,"mm_cluster2"
65284,3022,"mm_cluster2"
52475,4145,"mm_cluster2"
55343,2065,"mm_cluster2"
57534,4351,"mm_cluster2"
58523,2055,"mm_cluster2"
41133,3414,"mm_cluster2"
52209,2159,"mm_cluster2"
54018,2195,"mm_cluster2"
56338,5404,"mm_cluster2"
51028,2086,"mm_cluster2"
52145,2841,"mm_cluster2"
51832,1700,"mm_cluster2"
43736,3227,"mm_cluster2"
59824,2387,"mm_cluster2"
59426,5350,"mm_cluster2"
51281,4663,"mm_cluster2"
43370,4273,"mm_cluster2"
48825,8024,"mm_cluster2"
57414,2597,"mm_cluster2"
67644,2928,"mm_cluster2"
61462,4464,"mm_cluster2"
59418,2642,"mm_cluster2"
53523,4016,"mm_cluster2"
48140,2710,"mm_cluster2"
64495,3704,"mm_cluster2"
50925,2941,"mm_cluster2"
61299,2511,"mm_cluster2"
47137,3237,"mm_cluster2"
64247,4917,"mm_cluster2"
63709,2396,"mm_cluster2"
48386,3826,"mm_cluster2"
51417,928,"mm_cluster2"
55002,6671,"mm_cluster2"
67169,1074,"mm_cluster2"
52296,2590,"mm_cluster2"
68171,2459,"mm_cluster2"
54768,3309,"mm_cluster2"
46430,1360,"mm_cluster2"
50441,2721,"mm_cluster2"
41760,1164,"mm_cluster2"
66015,2989,"mm_cluster2"
50408,5192,"mm_cluster2"
49141,4414,"mm_cluster2"
57672,1978,"mm_cluster2"
47430,406,"mm_cluster2"
54866,3228,"mm_cluster2"
55262,1707,"mm_cluster2"
59211,2160,"mm_cluster2"
51077,3912,"mm_cluster2"
65726,1103,"mm_cluster2"
56287,1854,"mm_cluster2"
64920,3480,"mm_cluster2"
61498,1135,"mm_cluster2"
64796,2873,"mm_cluster2"
44975,1487,"mm_cluster2"
70412,6434,"mm_cluster2"
54631,2815,"mm_cluster2"
42550,1692,"mm_cluster2"
54196,2099,"mm_cluster2"
58179,997,"mm_cluster2"
62771,1815,"mm_cluster2"
56235,2567,"mm_cluster2"
56664,3005,"mm_cluster2"
48636,3640,"mm_cluster2"
58105,3308,"mm_cluster2"
55140,6809,"mm_cluster2"
58099,4421,"mm_cluster2"
64872,5500,"mm_cluster2"
53709,7854,"mm_cluster2"
57233,3912,"mm_cluster2"
70050,2497,"mm_cluster2"
56309,3228,"mm_cluster2"
50696,2839,"mm_cluster2"
50639,1412,"mm_cluster2"
40486,2166,"mm_cluster2"
59094,4402,"mm_cluster2"
54543,2504,"mm_cluster2"
62126,1378,"mm_cluster2"
61880,2901,"mm_cluster2"
59394,4813,"mm_cluster2"
53411,943,"mm_cluster2"
53709,3146,"mm_cluster2"
37244,830,"mm_cluster2"
48740,2861,"mm_cluster2"
44042,1790,"mm_cluster2"
55145,3554,"mm_cluster2"
61502,2757,"mm_cluster2"
74362,6336,"mm_cluster2"
62007,6054,"mm_cluster2"
52279,2090,"mm_cluster2"
61008,1733,"mm_cluster2"
58268,1492,"mm_cluster2"
65070,2716,"mm_cluster2"
59796,1722,"mm_cluster2"
56165,4350,"mm_cluster2"
57495,1520,"mm_cluster2"
56496,2433,"mm_cluster2"
40452,1629,"mm_cluster2"
50380,2218,"mm_cluster2"
47017,2383,"mm_cluster2"
55941,1592,"mm_cluster2"
46616,3362,"mm_cluster2"
60377,4462,"mm_cluster2"
63204,1677,"mm_cluster2"
51752,2442,"mm_cluster2"
56187,5391,"mm_cluster2"
47581,3962,"mm_cluster2"
71204,1755,"mm_cluster2"
60303,7073,"mm_cluster2"
59792,1598,"mm_cluster2"
60051,5650,"mm_cluster2"
61977,3801,"mm_cluster2"
47812,3893,"mm_cluster2"
60708,3110,"mm_cluster2"
66214,1539,"mm_cluster2"
58188,3093,"mm_cluster2"
69450,2887,"mm_cluster2"
53012,4588,"mm_cluster2"
50002,2637,"mm_cluster2"
43229,2875,"mm_cluster2"
57989,2613,"mm_cluster2"
52859,4043,"mm_cluster2"
45007,1430,"mm_cluster2"
57846,1104,"mm_cluster2"
56446,1572,"mm_cluster2"
49031,3487,"mm_cluster2"
45287,1332,"mm_cluster2"
49463,2858,"mm_cluster2"
61317,2247,"mm_cluster2"
58397,6392,"mm_cluster2"
55923,2250,"mm_cluster2"
49605,2873,"mm_cluster2"
63299,3181,"mm_cluster2"
50392,3165,"mm_cluster2"
65091,4314,"mm_cluster2"
41939,2715,"mm_cluster2"
57882,2792,"mm_cluster2"
56442,2641,"mm_cluster2"
49118,2611,"mm_cluster2"
53330,1431,"mm_cluster2"
54366,5107,"mm_cluster2"
51397,5566,"mm_cluster2"
66712,3885,"mm_cluster2"
39576,705,"mm_cluster2"
52233,1205,"mm_cluster2"
49059,3253,"mm_cluster2"
56089,3862,"mm_cluster2"
53099,3871,"mm_cluster2"
62096,4112,"mm_cluster2"
34532,1544,"mm_cluster2"
69610,2964,"mm_cluster2"
59667,4230,"mm_cluster2"
56832,5448,"mm_cluster2"
54891,1489,"mm_cluster2"
55957,4586,"mm_cluster2"
74762,3114,"mm_cluster2"
72646,2633,"mm_cluster2"
47991,6773,"mm_cluster2"
59764,3177,"mm_cluster2"
59585,4793,"mm_cluster2"
47525,992,"mm_cluster2"
54139,2963,"mm_cluster2"
54428,2823,"mm_cluster2"
58902,3621,"mm_cluster2"
59445,2379,"mm_cluster2"
44075,2402,"mm_cluster2"
54051,1804,"mm_cluster2"
45917,2586,"mm_cluster2"
61084,9383,"mm_cluster2"
67367,1705,"mm_cluster2"
55854,4089,"mm_cluster2"
46846,2849,"mm_cluster2"
46790,891,"mm_cluster2"
65545,1903,"mm_cluster2"
38100,3587,"mm_cluster2"
61625,3932,"mm_cluster2"
57108,2094,"mm_cluster2"
46736,3353,"mm_cluster2"
58155,1648,"mm_cluster2"
67690,3512,"mm_cluster2"
71500,4641,"mm_cluster2"
61832,5042,"mm_cluster2"
57450,4245,"mm_cluster2"
61617,2331,"mm_cluster2"
65710,3209,"mm_cluster2"
58583,2984,"mm_cluster2"
66450,1794,"mm_cluster2"
52228,2845,"mm_cluster2"
57286,3326,"mm_cluster2"
53566,3996,"mm_cluster2"
64473,1750,"mm_cluster2"
47113,2528,"mm_cluster2"
58482,3275,"mm_cluster2"
55096,2513,"mm_cluster2"
53961,3705,"mm_cluster2"
59333,3518,"mm_cluster2"
60573,2563,"mm_cluster2"
70736,3643,"mm_cluster2"
50237,2928,"mm_cluster2"
53584,5579,"mm_cluster2"
50252,2280,"mm_cluster2"
57722,3155,"mm_cluster2"
55333,2582,"mm_cluster2"
52530,2528,"mm_cluster2"
52163,3388,"mm_cluster2"
66968,678,"mm_cluster2"
53626,2564,"mm_cluster2"
46625,1799,"mm_cluster2"
45391,3457,"mm_cluster2"
46562,3809,"mm_cluster2"
48042,2763,"mm_cluster2"
52996,3675,"mm_cluster2"
64466,3301,"mm_cluster2"
40938,4328,"mm_cluster2"
66124,2215,"mm_cluster2"
54929,2210,"mm_cluster2"
55259,4332,"mm_cluster2"
50833,4055,"mm_cluster2"
50055,5080,"mm_cluster2"
55327,1988,"mm_cluster2"
60826,3196,"mm_cluster2"
52528,2552,"mm_cluster2"
57865,1944,"mm_cluster2"
67759,3509,"mm_cluster2"
46666,1760,"mm_cluster2"
66782,2954,"mm_cluster2"
63632,1558,"mm_cluster2"
64508,1938,"mm_cluster2"
63762,3606,"mm_cluster2"
48130,1526,"mm_cluster2"
64210,2824,"mm_cluster2"
55149,3427,"mm_cluster2"
58688,3796,"mm_cluster2"
58848,2893,"mm_cluster2"
44374,1404,"mm_cluster2"
58305,4978,"mm_cluster2"
66791,2596,"mm_cluster2"
56106,2555,"mm_cluster2"
57052,3451,"mm_cluster2"
52860,5042,"mm_cluster2"
59879,1820,"mm_cluster2"
45409,2695,"mm_cluster2"
42282,3398,"mm_cluster2"
53492,1820,"mm_cluster2"
64618,3086,"mm_cluster2"
57566,614,"mm_cluster2"
50109,1608,"mm_cluster2"
54836,5439,"mm_cluster2"
73570,3326,"mm_cluster2"
54270,4515,"mm_cluster2"
67852,1995,"mm_cluster2"
70820,1681,"mm_cluster2"
61857,2016,"mm_cluster2"
53935,1518,"mm_cluster2"
59490,6185,"mm_cluster2"
46263,1177,"mm_cluster2"
43059,2199,"mm_cluster2"
58324,3077,"mm_cluster2"
49436,714,"mm_cluster2"
60732,2410,"mm_cluster2"
45155,320,"mm_cluster2"
52681,5419,"mm_cluster2"
57401,5640,"mm_cluster2"
65095,4968,"mm_cluster2"
76313,6094,"mm_cluster2"
53105,310,"mm_cluster2"
54548,4218,"mm_cluster2"
58540,3285,"mm_cluster2"
52582,2424,"mm_cluster2"
49388,5105,"mm_cluster2"
59055,2152,"mm_cluster2"
50926,5301,"mm_cluster2"
53439,3598,"mm_cluster2"
42927,2653,"mm_cluster2"
58918,4628,"mm_cluster2"
61553,1805,"mm_cluster2"
48023,2886,"mm_cluster2"
57068,2265,"mm_cluster2"
51601,3238,"mm_cluster2"
50849,1947,"mm_cluster2"
57729,1181,"mm_cluster2"
50701,984,"mm_cluster2"
57506,3584,"mm_cluster2"
46007,3052,"mm_cluster2"
56477,2483,"mm_cluster2"
61700,2803,"mm_cluster2"
47947,1319,"mm_cluster2"
53035,2232,"mm_cluster2"
63454,1137,"mm_cluster2"
51763,3440,"mm_cluster2"
69008,1069,"mm_cluster2"
63085,1403,"mm_cluster2"
60149,1477,"mm_cluster2"
45690,5060,"mm_cluster2"
61653,3401,"mm_cluster2"
46437,1723,"mm_cluster2"
61024,2503,"mm_cluster2"
50036,3728,"mm_cluster2"
54294,4016,"mm_cluster2"
69477,1803,"mm_cluster2"
45106,1730,"mm_cluster2"
61503,2683,"mm_cluster2"
48513,2634,"mm_cluster2"
66500,2405,"mm_cluster2"
59841,3702,"mm_cluster2"
62275,1994,"mm_cluster2"
54898,896,"mm_cluster2"
45079,3470,"mm_cluster2"
46861,1448,"mm_cluster2"
62860,4934,"mm_cluster2"
50824,3675,"mm_cluster2"
48818,2929,"mm_cluster2"
62791,1350,"mm_cluster2"
47890,1725,"mm_cluster2"
52782,4894,"mm_cluster2"
53470,1840,"mm_cluster2"
50775,1980,"mm_cluster2"
57646,2249,"mm_cluster2"
40100,1107,"mm_cluster2"
64993,5020,"mm_cluster2"
51755,1773,"mm_cluster2"
57401,3160,"mm_cluster2"
55233,3035,"mm_cluster2"
63487,1161,"mm_cluster2"
53232,5170,"mm_cluster2"
47205,5157,"mm_cluster2"
44774,3213,"mm_cluster2"
62532,4185,"mm_cluster2"
48429,2738,"mm_cluster2"
50918,2604,"mm_cluster2"
59330,2568,"mm_cluster2"
62021,3824,"mm_cluster2"
44027,2555,"mm_cluster2"
8293,198,"pt_cluster1"
9254,156,"pt_cluster1"
4449,226,"pt_cluster1"
10369,248,"pt_cluster1"
2544,142,"pt_cluster1"
5085,217,"pt_cluster1"
7473,260,"pt_cluster1"
8928,240,"pt_cluster1"
7044,222,"pt_cluster1"
6087,293,"pt_cluster1"
3600,125,"pt_cluster1"
7880,217,"pt_cluster1"
5115,180,"pt_cluster1"
4171,186,"pt_cluster1"
8996,177,"pt_cluster1"
6330,250,"pt_cluster1"
4869,185,"pt_cluster1"
4040,125,"pt_cluster1"
7557,271,"pt_cluster1"
7557,268,"pt_cluster1"
3489,220,"pt_cluster1"
5343,195,"pt_cluster1"
2704,139,"pt_cluster1"
4092,220,"pt_cluster1"
4411,200,"pt_cluster1"
8007,255,"pt_cluster1"
6306,183,"pt_cluster1"
4649,181,"pt_cluster1"
7054,236,"pt_cluster1"
12825,264,"pt_cluster1"
3108,187,"pt_cluster1"
5973,263,"pt_cluster1"
4512,180,"pt_cluster1"
5020,146,"pt_cluster1"
2617,99,"pt_cluster1"
8882,232,"pt_cluster1"
2392,164,"pt_cluster1"
5438,212,"pt_cluster1"
4857,229,"pt_cluster1"
6427,159,"pt_cluster1"
5307,170,"pt_cluster1"
8145,170,"pt_cluster1"
8240,218,"pt_cluster1"
6618,231,"pt_cluster1"
4214,205,"pt_cluster1"
6621,256,"pt_cluster1"
10725,412,"pt_cluster1"
9127,319,"pt_cluster1"
7735,288,"pt_cluster1"
5800,155,"pt_cluster1"
9327,201,"pt_cluster1"
7533,181,"pt_cluster1"
3154,161,"pt_cluster1"
2140,185,"pt_cluster1"
3962,128,"pt_cluster1"
8397,254,"pt_cluster1"
3443,170,"pt_cluster1"
6087,150,"pt_cluster1"
4089,155,"pt_cluster1"
6635,218,"pt_cluster1"
8423,370,"pt_cluster1"
6037,177,"pt_cluster1"
7866,228,"pt_cluster1"
7257,221,"pt_cluster1"
9738,239,"pt_cluster1"
4732,193,"pt_cluster1"
7989,240,"pt_cluster1"
7743,182,"pt_cluster1"
4251,168,"pt_cluster1"
5610,157,"pt_cluster1"
3637,228,"pt_cluster1"
8529,233,"pt_cluster1"
4303,211,"pt_cluster1"
9935,199,"pt_cluster1"
6251,159,"pt_cluster1"
3513,172,"pt_cluster1"
7004,210,"pt_cluster1"
4440,198,"pt_cluster1"
3858,199,"pt_cluster1"
4956,141,"pt_cluster1"
8965,307,"pt_cluster1"
5303,171,"pt_cluster1"
7060,282,"pt_cluster1"
3624,157,"pt_cluster1"
8213,259,"pt_cluster1"
3109,222,"pt_cluster1"
3808,246,"pt_cluster1"
4588,216,"pt_cluster1"
7602,251,"pt_cluster1"
7054,276,"pt_cluster1"
8677,249,"pt_cluster1"
3285,179,"pt_cluster1"
4447,104,"pt_cluster1"
5940,224,"pt_cluster1"
2586,130,"pt_cluster1"
4288,273,"pt_cluster1"
5413,134,"pt_cluster1"
5343,134,"pt_cluster1"
6667,319,"pt_cluster1"
3419,198,"pt_cluster1"
5307,245,"pt_cluster1"
4168,200,"pt_cluster1"
4140,246,"pt_cluster1"
9213,227,"pt_cluster1"
10428,339,"pt_cluster1"
4419,171,"pt_cluster1"
7403,265,"pt_cluster1"
2933,115,"pt_cluster1"
5388,173,"pt_cluster1"
9645,271,"pt_cluster1"
5622,103,"pt_cluster1"
7782,193,"pt_cluster1"
5872,268,"pt_cluster1"
4261,169,"pt_cluster1"
4985,221,"pt_cluster1"
4832,192,"pt_cluster1"
5556,238,"pt_cluster1"
3425,213,"pt_cluster1"
5933,231,"pt_cluster1"
6489,187,"pt_cluster1"
5965,187,"pt_cluster1"
5054,251,"pt_cluster1"
5124,164,"pt_cluster1"
2280,101,"pt_cluster1"
4541,129,"pt_cluster1"
6149,289,"pt_cluster1"
3231,176,"pt_cluster1"
6329,456,"pt_cluster1"
8170,187,"pt_cluster1"
3699,184,"pt_cluster1"
6036,271,"pt_cluster1"
10777,291,"pt_cluster1"
6406,227,"pt_cluster1"
8768,347,"pt_cluster1"
6466,200,"pt_cluster1"
5621,202,"pt_cluster1"
1893,163,"pt_cluster1"
11968,203,"pt_cluster1"
6031,143,"pt_cluster1"
7953,238,"pt_cluster1"
7701,268,"pt_cluster1"
5393,228,"pt_cluster1"
5819,231,"pt_cluster1"
6287,196,"pt_cluster1"
6840,309,"pt_cluster1"
6558,162,"pt_cluster1"
9777,237,"pt_cluster1"
13313,289,"pt_cluster1"
5770,204,"pt_cluster1"
9443,244,"pt_cluster1"
5578,155,"pt_cluster1"
4960,271,"pt_cluster1"
7208,302,"pt_cluster1"
6535,238,"pt_cluster1"
2659,137,"pt_cluster1"
6124,241,"pt_cluster1"
9191,185,"pt_cluster1"
6674,283,"pt_cluster1"
4523,207,"pt_cluster1"
7406,210,"pt_cluster1"
4938,144,"pt_cluster1"
6580,279,"pt_cluster1"
3640,122,"pt_cluster1"
7690,295,"pt_cluster1"
7523,283,"pt_cluster1"
1885,171,"pt_cluster1"
8194,243,"pt_cluster1"
7331,236,"pt_cluster1"
7663,244,"pt_cluster1"
7844,240,"pt_cluster1"
7355,340,"pt_cluster1"
7538,254,"pt_cluster1"
8564,229,"pt_cluster1"
8331,245,"pt_cluster1"
5586,337,"pt_cluster1"
1918,97,"pt_cluster1"
5149,222,"pt_cluster1"
5714,109,"pt_cluster1"
6057,273,"pt_cluster1"
5685,115,"pt_cluster1"
3359,166,"pt_cluster1"
7137,261,"pt_cluster1"
8489,260,"pt_cluster1"
4907,100,"pt_cluster1"
10134,204,"pt_cluster1"
3898,231,"pt_cluster1"
8557,246,"pt_cluster1"
5867,187,"pt_cluster1"
9209,282,"pt_cluster1"
3427,144,"pt_cluster1"
6531,219,"pt_cluster1"
4719,222,"pt_cluster1"
11724,213,"pt_cluster1"
4389,180,"pt_cluster1"
3995,148,"pt_cluster1"
5341,272,"pt_cluster1"
3953,247,"pt_cluster1"
6102,132,"pt_cluster1"
3309,145,"pt_cluster1"
6433,193,"pt_cluster1"
5227,163,"pt_cluster1"
5728,167,"pt_cluster1"
3822,201,"pt_cluster1"
10335,242,"pt_cluster1"
3599,171,"pt_cluster1"
3431,258,"pt_cluster1"
4088,281,"pt_cluster1"
5458,186,"pt_cluster1"
9671,223,"pt_cluster1"
7051,154,"pt_cluster1"
4985,302,"pt_cluster1"
6484,242,"pt_cluster1"
5196,187,"pt_cluster1"
7174,202,"pt_cluster1"
3880,128,"pt_cluster1"
6870,277,"pt_cluster1"
2406,114,"pt_cluster1"
6275,335,"pt_cluster1"
6570,226,"pt_cluster1"
7798,157,"pt_cluster1"
6350,195,"pt_cluster1"
6951,244,"pt_cluster1"
7861,279,"pt_cluster1"
3266,157,"pt_cluster1"
3212,149,"pt_cluster1"
9184,274,"pt_cluster1"
3310,147,"pt_cluster1"
6623,212,"pt_cluster1"
7943,232,"pt_cluster1"
5518,175,"pt_cluster1"
9417,361,"pt_cluster1"
7331,170,"pt_cluster1"
5367,223,"pt_cluster1"
5894,174,"pt_cluster1"
3678,116,"pt_cluster1"
3850,211,"pt_cluster1"
2760,157,"pt_cluster1"
6446,275,"pt_cluster1"
6789,202,"pt_cluster1"
5073,94,"pt_cluster1"
2567,160,"pt_cluster1"
3995,131,"pt_cluster1"
6245,198,"pt_cluster1"
5413,142,"pt_cluster1"
4611,140,"pt_cluster1"
9617,198,"pt_cluster1"
3813,211,"pt_cluster1"
6261,281,"pt_cluster1"
5847,200,"pt_cluster1"
4370,137,"pt_cluster1"
4828,251,"pt_cluster1"
4049,160,"pt_cluster1"
6843,298,"pt_cluster1"
5851,247,"pt_cluster1"
4757,228,"pt_cluster1"
4462,173,"pt_cluster1"
12304,374,"pt_cluster1"
4391,135,"pt_cluster1"
9843,316,"pt_cluster1"
4754,332,"pt_cluster1"
6659,233,"pt_cluster1"
6926,202,"pt_cluster1"
2641,152,"pt_cluster1"
6782,226,"pt_cluster1"
7592,237,"pt_cluster1"
5725,167,"pt_cluster1"
4451,176,"pt_cluster1"
5364,170,"pt_cluster1"
3936,87,"pt_cluster1"
4849,221,"pt_cluster1"
4833,155,"pt_cluster1"
8097,227,"pt_cluster1"
1195,119,"pt_cluster1"
5753,200,"pt_cluster1"
4101,199,"pt_cluster1"
9254,193,"pt_cluster1"
7149,162,"pt_cluster1"
7812,342,"pt_cluster1"
6743,203,"pt_cluster1"
5071,187,"pt_cluster1"
2954,136,"pt_cluster1"
5475,114,"pt_cluster1"
4754,199,"pt_cluster1"
8377,185,"pt_cluster1"
5658,168,"pt_cluster1"
8152,225,"pt_cluster1"
5363,144,"pt_cluster1"
5033,153,"pt_cluster1"
4457,153,"pt_cluster1"
6741,209,"pt_cluster1"
6279,291,"pt_cluster1"
6507,177,"pt_cluster1"
10714,245,"pt_cluster1"
6291,266,"pt_cluster1"
6103,152,"pt_cluster1"
4998,222,"pt_cluster1"
4337,150,"pt_cluster1"
2412,176,"pt_cluster1"
6725,218,"pt_cluster1"
6359,185,"pt_cluster1"
4969,146,"pt_cluster1"
3931,214,"pt_cluster1"
9071,203,"pt_cluster1"
3233,131,"pt_cluster1"
8866,217,"pt_cluster1"
9713,333,"pt_cluster1"
9848,353,"pt_cluster1"
13688,279,"pt_cluster1"
7075,186,"pt_cluster1"
5165,185,"pt_cluster1"
4971,214,"pt_cluster1"
8159,285,"pt_cluster1"
7304,217,"pt_cluster1"
4041,142,"pt_cluster1"
3437,249,"pt_cluster1"
5693,198,"pt_cluster1"
2519,131,"pt_cluster1"
5705,237,"pt_cluster1"
5073,227,"pt_cluster1"
8003,189,"pt_cluster1"
9383,221,"pt_cluster1"
3434,123,"pt_cluster1"
7301,281,"pt_cluster1"
4469,191,"pt_cluster1"
2701,97,"pt_cluster1"
6198,326,"pt_cluster1"
4722,224,"pt_cluster1"
6720,276,"pt_cluster1"
6514,142,"pt_cluster1"
5537,235,"pt_cluster1"
2842,114,"pt_cluster1"
3557,178,"pt_cluster1"
6234,354,"pt_cluster1"
6279,149,"pt_cluster1"
3146,169,"pt_cluster1"
6328,166,"pt_cluster1"
6059,160,"pt_cluster1"
5886,220,"pt_cluster1"
5860,180,"pt_cluster1"
9802,215,"pt_cluster1"
4082,260,"pt_cluster1"
5705,181,"pt_cluster1"
7342,269,"pt_cluster1"
6172,211,"pt_cluster1"
3246,101,"pt_cluster1"
4141,188,"pt_cluster1"
10348,253,"pt_cluster1"
7575,179,"pt_cluster1"
4345,227,"pt_cluster1"
9394,346,"pt_cluster1"
9868,233,"pt_cluster1"
3687,168,"pt_cluster1"
