"label","group","count"
"tcx_control","positive",4133
"tcx_control","negative",2685
"tcx_control","all",6818
"tcx_control","positive",4981
"tcx_control","negative",2408
"tcx_control","all",7389
"tcx_control","positive",3491
"tcx_control","negative",1849
"tcx_control","all",5340
"tcx_control","positive",3938
"tcx_control","negative",2089
"tcx_control","all",6027
"tcx_control","positive",3943
"tcx_control","negative",2388
"tcx_control","all",6331
"tcx_control","positive",3877
"tcx_control","negative",2431
"tcx_control","all",6308
"tcx_control","positive",3452
"tcx_control","negative",2298
"tcx_control","all",5750
"tcx_control","positive",3949
"tcx_control","negative",2314
"tcx_control","all",6263
"tcx_control","positive",3792
"tcx_control","negative",2004
"tcx_control","all",5796
"tcx_control","positive",3911
"tcx_control","negative",1852
"tcx_control","all",5763
"tcx_control","positive",2548
"tcx_control","negative",1632
"tcx_control","all",4180
"tcx_control","positive",2941
"tcx_control","negative",1604
"tcx_control","all",4545
"tcx_control","positive",2243
"tcx_control","negative",1444
"tcx_control","all",3687
"tcx_control","positive",3717
"tcx_control","negative",1928
"tcx_control","all",5645
"tcx_control","positive",3115
"tcx_control","negative",1833
"tcx_control","all",4948
"tcx_control","positive",3455
"tcx_control","negative",1647
"tcx_control","all",5102
"tcx_control","positive",3324
"tcx_control","negative",1782
"tcx_control","all",5106
"tcx_control","positive",4282
"tcx_control","negative",2505
"tcx_control","all",6787
"tcx_control","positive",2834
"tcx_control","negative",1555
"tcx_control","all",4389
"tcx_control","positive",3889
"tcx_control","negative",2374
"tcx_control","all",6263
"tcx_control","positive",2899
"tcx_control","negative",1598
"tcx_control","all",4497
"tcx_control","positive",4713
"tcx_control","negative",2453
"tcx_control","all",7166
"tcx_control","positive",2644
"tcx_control","negative",1838
"tcx_control","all",4482
"tcx_control","positive",4374
"tcx_control","negative",2412
"tcx_control","all",6786
"tcx_control","positive",3425
"tcx_control","negative",1802
"tcx_control","all",5227
"tcx_control","positive",3444
"tcx_control","negative",1992
"tcx_control","all",5436
"tcx_control","positive",3710
"tcx_control","negative",2098
"tcx_control","all",5808
"tcx_control","positive",3572
"tcx_control","negative",1744
"tcx_control","all",5316
"tcx_control","positive",3208
"tcx_control","negative",1810
"tcx_control","all",5018
"tcx_control","positive",2957
"tcx_control","negative",1659
"tcx_control","all",4616
"tcx_control","positive",3309
"tcx_control","negative",1497
"tcx_control","all",4806
"tcx_control","positive",4284
"tcx_control","negative",2530
"tcx_control","all",6814
"tcx_control","positive",2850
"tcx_control","negative",1390
"tcx_control","all",4240
"tcx_control","positive",3635
"tcx_control","negative",2029
"tcx_control","all",5664
"tcx_control","positive",2734
"tcx_control","negative",1797
"tcx_control","all",4531
"tcx_control","positive",3268
"tcx_control","negative",1683
"tcx_control","all",4951
"tcx_control","positive",3086
"tcx_control","negative",1644
"tcx_control","all",4730
"tcx_control","positive",3615
"tcx_control","negative",1820
"tcx_control","all",5435
"tcx_control","positive",3605
"tcx_control","negative",1785
"tcx_control","all",5390
"tcx_control","positive",3373
"tcx_control","negative",1878
"tcx_control","all",5251
"tcx_control","positive",3487
"tcx_control","negative",2005
"tcx_control","all",5492
"tcx_control","positive",2997
"tcx_control","negative",1750
"tcx_control","all",4747
"tcx_control","positive",3693
"tcx_control","negative",1660
"tcx_control","all",5353
"tcx_control","positive",3534
"tcx_control","negative",1966
"tcx_control","all",5500
"tcx_control","positive",2620
"tcx_control","negative",1603
"tcx_control","all",4223
"tcx_control","positive",4064
"tcx_control","negative",2623
"tcx_control","all",6687
"tcx_control","positive",2525
"tcx_control","negative",1439
"tcx_control","all",3964
"tcx_control","positive",3590
"tcx_control","negative",2130
"tcx_control","all",5720
"tcx_control","positive",3330
"tcx_control","negative",2031
"tcx_control","all",5361
"tcx_control","positive",3092
"tcx_control","negative",1607
"tcx_control","all",4699
"tcx_control","positive",3646
"tcx_control","negative",2225
"tcx_control","all",5871
"tcx_control","positive",4220
"tcx_control","negative",2498
"tcx_control","all",6718
"tcx_control","positive",3929
"tcx_control","negative",2360
"tcx_control","all",6289
"tcx_control","positive",3254
"tcx_control","negative",1766
"tcx_control","all",5020
"tcx_control","positive",3471
"tcx_control","negative",2350
"tcx_control","all",5821
"tcx_control","positive",2514
"tcx_control","negative",1605
"tcx_control","all",4119
"tcx_control","positive",4064
"tcx_control","negative",2213
"tcx_control","all",6277
"tcx_control","positive",5473
"tcx_control","negative",2871
"tcx_control","all",8344
"tcx_control","positive",4008
"tcx_control","negative",2310
"tcx_control","all",6318
"tcx_control","positive",2331
"tcx_control","negative",1557
"tcx_control","all",3888
"tcx_control","positive",3456
"tcx_control","negative",1876
"tcx_control","all",5332
"tcx_control","positive",2966
"tcx_control","negative",1606
"tcx_control","all",4572
"tcx_control","positive",3437
"tcx_control","negative",1849
"tcx_control","all",5286
"tcx_control","positive",2935
"tcx_control","negative",1588
"tcx_control","all",4523
"tcx_control","positive",3240
"tcx_control","negative",1916
"tcx_control","all",5156
"tcx_control","positive",3454
"tcx_control","negative",1894
"tcx_control","all",5348
"tcx_control","positive",3577
"tcx_control","negative",1948
"tcx_control","all",5525
"tcx_control","positive",3223
"tcx_control","negative",1791
"tcx_control","all",5014
"tcx_control","positive",3640
"tcx_control","negative",1916
"tcx_control","all",5556
"tcx_control","positive",1927
"tcx_control","negative",1092
"tcx_control","all",3019
"tcx_control","positive",3646
"tcx_control","negative",1845
"tcx_control","all",5491
"tcx_control","positive",3586
"tcx_control","negative",2229
"tcx_control","all",5815
"tcx_control","positive",2549
"tcx_control","negative",1365
"tcx_control","all",3914
"tcx_control","positive",2775
"tcx_control","negative",1894
"tcx_control","all",4669
"tcx_control","positive",3550
"tcx_control","negative",1717
"tcx_control","all",5267
"tcx_control","positive",3889
"tcx_control","negative",1937
"tcx_control","all",5826
"tcx_control","positive",4114
"tcx_control","negative",2444
"tcx_control","all",6558
"tcx_control","positive",2257
"tcx_control","negative",1244
"tcx_control","all",3501
"tcx_control","positive",2832
"tcx_control","negative",1643
"tcx_control","all",4475
"tcx_control","positive",2902
"tcx_control","negative",1601
"tcx_control","all",4503
"tcx_control","positive",2861
"tcx_control","negative",1423
"tcx_control","all",4284
"tcx_control","positive",4073
"tcx_control","negative",2309
"tcx_control","all",6382
"tcx_control","positive",3989
"tcx_control","negative",2258
"tcx_control","all",6247
"tcx_control","positive",3535
"tcx_control","negative",1923
"tcx_control","all",5458
"tcx_control","positive",2401
"tcx_control","negative",1404
"tcx_control","all",3805
"tcx_control","positive",3479
"tcx_control","negative",1910
"tcx_control","all",5389
"tcx_control","positive",2503
"tcx_control","negative",1682
"tcx_control","all",4185
"tcx_control","positive",3634
"tcx_control","negative",1868
"tcx_control","all",5502
"tcx_control","positive",3527
"tcx_control","negative",2006
"tcx_control","all",5533
"tcx_control","positive",2711
"tcx_control","negative",1456
"tcx_control","all",4167
"tcx_control","positive",2830
"tcx_control","negative",1607
"tcx_control","all",4437
"tcx_control","positive",3335
"tcx_control","negative",1841
"tcx_control","all",5176
"tcx_control","positive",3483
"tcx_control","negative",1728
"tcx_control","all",5211
"tcx_control","positive",3202
"tcx_control","negative",1928
"tcx_control","all",5130
"tcx_control","positive",2668
"tcx_control","negative",1893
"tcx_control","all",4561
"tcx_control","positive",3983
"tcx_control","negative",2423
"tcx_control","all",6406
"tcx_control","positive",3070
"tcx_control","negative",1775
"tcx_control","all",4845
"tcx_control","positive",2785
"tcx_control","negative",2019
"tcx_control","all",4804
"tcx_control","positive",4198
"tcx_control","negative",2637
"tcx_control","all",6835
"tcx_control","positive",3071
"tcx_control","negative",1755
"tcx_control","all",4826
"tcx_control","positive",3522
"tcx_control","negative",1892
"tcx_control","all",5414
"tcx_control","positive",3032
"tcx_control","negative",1662
"tcx_control","all",4694
"tcx_control","positive",2252
"tcx_control","negative",1259
"tcx_control","all",3511
"tcx_control","positive",3582
"tcx_control","negative",1897
"tcx_control","all",5479
"tcx_control","positive",4030
"tcx_control","negative",2122
"tcx_control","all",6152
"tcx_control","positive",4352
"tcx_control","negative",2754
"tcx_control","all",7106
"tcx_control","positive",3701
"tcx_control","negative",2077
"tcx_control","all",5778
"tcx_control","positive",3015
"tcx_control","negative",1859
"tcx_control","all",4874
"tcx_control","positive",2573
"tcx_control","negative",1288
"tcx_control","all",3861
"tcx_control","positive",3348
"tcx_control","negative",1947
"tcx_control","all",5295
"tcx_control","positive",2803
"tcx_control","negative",1360
"tcx_control","all",4163
"tcx_control","positive",3701
"tcx_control","negative",2260
"tcx_control","all",5961
"tcx_control","positive",4378
"tcx_control","negative",2467
"tcx_control","all",6845
"tcx_control","positive",3601
"tcx_control","negative",1741
"tcx_control","all",5342
"tcx_control","positive",3589
"tcx_control","negative",2153
"tcx_control","all",5742
"tcx_control","positive",3803
"tcx_control","negative",2195
"tcx_control","all",5998
"tcx_control","positive",3566
"tcx_control","negative",2284
"tcx_control","all",5850
"tcx_control","positive",2461
"tcx_control","negative",1419
"tcx_control","all",3880
"tcx_control","positive",3470
"tcx_control","negative",2004
"tcx_control","all",5474
"tcx_control","positive",3674
"tcx_control","negative",1734
"tcx_control","all",5408
"tcx_control","positive",3486
"tcx_control","negative",2007
"tcx_control","all",5493
"tcx_control","positive",3457
"tcx_control","negative",1875
"tcx_control","all",5332
"tcx_control","positive",2781
"tcx_control","negative",1526
"tcx_control","all",4307
"tcx_control","positive",3279
"tcx_control","negative",1867
"tcx_control","all",5146
"tcx_control","positive",2775
"tcx_control","negative",1567
"tcx_control","all",4342
"tcx_control","positive",3419
"tcx_control","negative",2042
"tcx_control","all",5461
"tcx_control","positive",2784
"tcx_control","negative",1346
"tcx_control","all",4130
"tcx_control","positive",3362
"tcx_control","negative",1875
"tcx_control","all",5237
"tcx_control","positive",2547
"tcx_control","negative",1570
"tcx_control","all",4117
"tcx_control","positive",3567
"tcx_control","negative",1737
"tcx_control","all",5304
"tcx_control","positive",3116
"tcx_control","negative",1543
"tcx_control","all",4659
"tcx_control","positive",3360
"tcx_control","negative",1801
"tcx_control","all",5161
"tcx_control","positive",3882
"tcx_control","negative",2270
"tcx_control","all",6152
"tcx_control","positive",2774
"tcx_control","negative",1876
"tcx_control","all",4650
"tcx_control","positive",2892
"tcx_control","negative",1628
"tcx_control","all",4520
"tcx_control","positive",2965
"tcx_control","negative",1804
"tcx_control","all",4769
"tcx_control","positive",3371
"tcx_control","negative",1946
"tcx_control","all",5317
"tcx_control","positive",3746
"tcx_control","negative",1969
"tcx_control","all",5715
"tcx_control","positive",3270
"tcx_control","negative",1820
"tcx_control","all",5090
"tcx_control","positive",4058
"tcx_control","negative",2482
"tcx_control","all",6540
"tcx_control","positive",4056
"tcx_control","negative",2407
"tcx_control","all",6463
"tcx_control","positive",2093
"tcx_control","negative",1366
"tcx_control","all",3459
"tcx_control","positive",2768
"tcx_control","negative",1458
"tcx_control","all",4226
"tcx_control","positive",3233
"tcx_control","negative",1880
"tcx_control","all",5113
"tcx_control","positive",2280
"tcx_control","negative",1199
"tcx_control","all",3479
"tcx_control","positive",3880
"tcx_control","negative",1782
"tcx_control","all",5662
"tcx_control","positive",3233
"tcx_control","negative",2215
"tcx_control","all",5448
"tcx_control","positive",3555
"tcx_control","negative",2176
"tcx_control","all",5731
"tcx_control","positive",3835
"tcx_control","negative",2210
"tcx_control","all",6045
"tcx_control","positive",2881
"tcx_control","negative",1504
"tcx_control","all",4385
"tcx_control","positive",3147
"tcx_control","negative",1609
"tcx_control","all",4756
"tcx_control","positive",3320
"tcx_control","negative",2058
"tcx_control","all",5378
"tcx_control","positive",2665
"tcx_control","negative",1535
"tcx_control","all",4200
"tcx_control","positive",2467
"tcx_control","negative",1333
"tcx_control","all",3800
"tcx_control","positive",2832
"tcx_control","negative",1527
"tcx_control","all",4359
"tcx_control","positive",2750
"tcx_control","negative",1636
"tcx_control","all",4386
"tcx_control","positive",2708
"tcx_control","negative",1646
"tcx_control","all",4354
"tcx_control","positive",3543
"tcx_control","negative",2135
"tcx_control","all",5678
"tcx_control","positive",3546
"tcx_control","negative",1919
"tcx_control","all",5465
"tcx_control","positive",2958
"tcx_control","negative",1724
"tcx_control","all",4682
"tcx_control","positive",3630
"tcx_control","negative",1895
"tcx_control","all",5525
"tcx_control","positive",3325
"tcx_control","negative",1547
"tcx_control","all",4872
"tcx_control","positive",5212
"tcx_control","negative",2949
"tcx_control","all",8161
"tcx_control","positive",3171
"tcx_control","negative",1594
"tcx_control","all",4765
"tcx_control","positive",3174
"tcx_control","negative",2247
"tcx_control","all",5421
"tcx_control","positive",2933
"tcx_control","negative",1862
"tcx_control","all",4795
"tcx_control","positive",3080
"tcx_control","negative",1930
"tcx_control","all",5010
"tcx_control","positive",2494
"tcx_control","negative",1407
"tcx_control","all",3901
"tcx_control","positive",3520
"tcx_control","negative",1628
"tcx_control","all",5148
"tcx_control","positive",3005
"tcx_control","negative",1406
"tcx_control","all",4411
"tcx_control","positive",4016
"tcx_control","negative",2184
"tcx_control","all",6200
"tcx_control","positive",4363
"tcx_control","negative",2310
"tcx_control","all",6673
"tcx_control","positive",3627
"tcx_control","negative",1854
"tcx_control","all",5481
"tcx_control","positive",4132
"tcx_control","negative",2301
"tcx_control","all",6433
"tcx_control","positive",3675
"tcx_control","negative",2067
"tcx_control","all",5742
"tcx_control","positive",3444
"tcx_control","negative",1806
"tcx_control","all",5250
"tcx_control","positive",2673
"tcx_control","negative",1746
"tcx_control","all",4419
"tcx_control","positive",4392
"tcx_control","negative",2520
"tcx_control","all",6912
"tcx_control","positive",4230
"tcx_control","negative",2604
"tcx_control","all",6834
"tcx_control","positive",3993
"tcx_control","negative",2266
"tcx_control","all",6259
"tcx_control","positive",3358
"tcx_control","negative",2156
"tcx_control","all",5514
"tcx_control","positive",4915
"tcx_control","negative",2684
"tcx_control","all",7599
"tcx_control","positive",3037
"tcx_control","negative",1764
"tcx_control","all",4801
"tcx_control","positive",3088
"tcx_control","negative",1723
"tcx_control","all",4811
"tcx_control","positive",3395
"tcx_control","negative",2039
"tcx_control","all",5434
"tcx_control","positive",2892
"tcx_control","negative",1347
"tcx_control","all",4239
"tcx_control","positive",3587
"tcx_control","negative",2420
"tcx_control","all",6007
"tcx_control","positive",4135
"tcx_control","negative",2331
"tcx_control","all",6466
"tcx_control","positive",4117
"tcx_control","negative",2444
"tcx_control","all",6561
"tcx_control","positive",3514
"tcx_control","negative",1848
"tcx_control","all",5362
"tcx_control","positive",3186
"tcx_control","negative",1806
"tcx_control","all",4992
"tcx_control","positive",3679
"tcx_control","negative",1971
"tcx_control","all",5650
"tcx_control","positive",3016
"tcx_control","negative",1507
"tcx_control","all",4523
"tcx_control","positive",3423
"tcx_control","negative",1950
"tcx_control","all",5373
"tcx_control","positive",2788
"tcx_control","negative",1751
"tcx_control","all",4539
"tcx_control","positive",2529
"tcx_control","negative",1217
"tcx_control","all",3746
"tcx_control","positive",4638
"tcx_control","negative",2716
"tcx_control","all",7354
"tcx_control","positive",2775
"tcx_control","negative",1472
"tcx_control","all",4247
"tcx_control","positive",3178
"tcx_control","negative",1687
"tcx_control","all",4865
"tcx_control","positive",3505
"tcx_control","negative",1999
"tcx_control","all",5504
"tcx_control","positive",2357
"tcx_control","negative",1222
"tcx_control","all",3579
"tcx_control","positive",3414
"tcx_control","negative",1994
"tcx_control","all",5408
"tcx_control","positive",3243
"tcx_control","negative",2368
"tcx_control","all",5611
"tcx_control","positive",4299
"tcx_control","negative",2404
"tcx_control","all",6703
"tcx_control","positive",2818
"tcx_control","negative",1706
"tcx_control","all",4524
"tcx_control","positive",3508
"tcx_control","negative",2188
"tcx_control","all",5696
"tcx_control","positive",3294
"tcx_control","negative",1604
"tcx_control","all",4898
"tcx_control","positive",3508
"tcx_control","negative",2076
"tcx_control","all",5584
"tcx_control","positive",2724
"tcx_control","negative",1459
"tcx_control","all",4183
"tcx_control","positive",4171
"tcx_control","negative",2245
"tcx_control","all",6416
"tcx_control","positive",3496
"tcx_control","negative",2006
"tcx_control","all",5502
"tcx_control","positive",3109
"tcx_control","negative",1519
"tcx_control","all",4628
"tcx_control","positive",3461
"tcx_control","negative",2050
"tcx_control","all",5511
"tcx_control","positive",3369
"tcx_control","negative",2305
"tcx_control","all",5674
"tcx_control","positive",4227
"tcx_control","negative",2341
"tcx_control","all",6568
"tcx_control","positive",4978
"tcx_control","negative",2725
"tcx_control","all",7703
"tcx_control","positive",3103
"tcx_control","negative",1896
"tcx_control","all",4999
"tcx_control","positive",3664
"tcx_control","negative",2340
"tcx_control","all",6004
"tcx_control","positive",1601
"tcx_control","negative",791
"tcx_control","all",2392
"tcx_control","positive",3021
"tcx_control","negative",1517
"tcx_control","all",4538
"tcx_control","positive",3337
"tcx_control","negative",1850
"tcx_control","all",5187
"tcx_control","positive",3586
"tcx_control","negative",1777
"tcx_control","all",5363
"tcx_control","positive",3118
"tcx_control","negative",1531
"tcx_control","all",4649
"tcx_control","positive",3016
"tcx_control","negative",1715
"tcx_control","all",4731
"tcx_control","positive",2608
"tcx_control","negative",1457
"tcx_control","all",4065
"tcx_control","positive",3270
"tcx_control","negative",1887
"tcx_control","all",5157
"tcx_control","positive",2774
"tcx_control","negative",1358
"tcx_control","all",4132
"tcx_control","positive",2763
"tcx_control","negative",1682
"tcx_control","all",4445
"tcx_control","positive",2503
"tcx_control","negative",1384
"tcx_control","all",3887
"tcx_control","positive",3516
"tcx_control","negative",2227
"tcx_control","all",5743
"tcx_control","positive",3794
"tcx_control","negative",1919
"tcx_control","all",5713
"tcx_control","positive",2825
"tcx_control","negative",1475
"tcx_control","all",4300
"tcx_control","positive",3102
"tcx_control","negative",1551
"tcx_control","all",4653
"tcx_control","positive",2725
"tcx_control","negative",1532
"tcx_control","all",4257
"tcx_control","positive",4342
"tcx_control","negative",2583
"tcx_control","all",6925
"tcx_control","positive",3070
"tcx_control","negative",1923
"tcx_control","all",4993
"tcx_control","positive",2792
"tcx_control","negative",2108
"tcx_control","all",4900
"tcx_control","positive",2667
"tcx_control","negative",1475
"tcx_control","all",4142
"tcx_control","positive",3057
"tcx_control","negative",1792
"tcx_control","all",4849
"tcx_control","positive",2218
"tcx_control","negative",985
"tcx_control","all",3203
"tcx_control","positive",3536
"tcx_control","negative",1828
"tcx_control","all",5364
"tcx_control","positive",3004
"tcx_control","negative",1752
"tcx_control","all",4756
"tcx_control","positive",2203
"tcx_control","negative",1106
"tcx_control","all",3309
"tcx_control","positive",3803
"tcx_control","negative",2121
"tcx_control","all",5924
"tcx_control","positive",3094
"tcx_control","negative",1640
"tcx_control","all",4734
"tcx_control","positive",3565
"tcx_control","negative",2097
"tcx_control","all",5662
"tcx_control","positive",3716
"tcx_control","negative",2173
"tcx_control","all",5889
"tcx_control","positive",3600
"tcx_control","negative",2055
"tcx_control","all",5655
"tcx_control","positive",2875
"tcx_control","negative",1628
"tcx_control","all",4503
"tcx_control","positive",2738
"tcx_control","negative",1389
"tcx_control","all",4127
"tcx_control","positive",2839
"tcx_control","negative",1764
"tcx_control","all",4603
"tcx_control","positive",3882
"tcx_control","negative",2083
"tcx_control","all",5965
"tcx_control","positive",3501
"tcx_control","negative",2455
"tcx_control","all",5956
"tcx_control","positive",3771
"tcx_control","negative",2150
"tcx_control","all",5921
"tcx_control","positive",3287
"tcx_control","negative",1724
"tcx_control","all",5011
"tcx_control","positive",4849
"tcx_control","negative",2704
"tcx_control","all",7553
"tcx_control","positive",3048
"tcx_control","negative",1577
"tcx_control","all",4625
"tcx_control","positive",2913
"tcx_control","negative",1583
"tcx_control","all",4496
"tcx_control","positive",3706
"tcx_control","negative",2106
"tcx_control","all",5812
"tcx_control","positive",3273
"tcx_control","negative",1801
"tcx_control","all",5074
"tcx_control","positive",4297
"tcx_control","negative",2334
"tcx_control","all",6631
"tcx_control","positive",2801
"tcx_control","negative",1719
"tcx_control","all",4520
"tcx_control","positive",2385
"tcx_control","negative",1158
"tcx_control","all",3543
"tcx_control","positive",4217
"tcx_control","negative",2343
"tcx_control","all",6560
"tcx_control","positive",2999
"tcx_control","negative",1641
"tcx_control","all",4640
"tcx_control","positive",3470
"tcx_control","negative",2040
"tcx_control","all",5510
"tcx_control","positive",2814
"tcx_control","negative",1573
"tcx_control","all",4387
"tcx_control","positive",3704
"tcx_control","negative",1737
"tcx_control","all",5441
"tcx_control","positive",2962
"tcx_control","negative",1608
"tcx_control","all",4570
"tcx_control","positive",3300
"tcx_control","negative",1878
"tcx_control","all",5178
"tcx_control","positive",4939
"tcx_control","negative",2647
"tcx_control","all",7586
"tcx_control","positive",2358
"tcx_control","negative",1168
"tcx_control","all",3526
"tcx_control","positive",4660
"tcx_control","negative",3032
"tcx_control","all",7692
"tcx_control","positive",3326
"tcx_control","negative",2046
"tcx_control","all",5372
"tcx_control","positive",4348
"tcx_control","negative",2394
"tcx_control","all",6742
"tcx_control","positive",2371
"tcx_control","negative",1513
"tcx_control","all",3884
"tcx_control","positive",3324
"tcx_control","negative",1704
"tcx_control","all",5028
"tcx_control","positive",4193
"tcx_control","negative",2519
"tcx_control","all",6712
"tcx_control","positive",4413
"tcx_control","negative",2351
"tcx_control","all",6764
"tcx_control","positive",3791
"tcx_control","negative",2261
"tcx_control","all",6052
"tcx_control","positive",2887
"tcx_control","negative",1776
"tcx_control","all",4663
"tcx_control","positive",3569
"tcx_control","negative",2590
"tcx_control","all",6159
"tcx_control","positive",3514
"tcx_control","negative",2043
"tcx_control","all",5557
"tcx_control","positive",3446
"tcx_control","negative",2185
"tcx_control","all",5631
"tcx_control","positive",2683
"tcx_control","negative",1425
"tcx_control","all",4108
"tcx_control","positive",3137
"tcx_control","negative",1775
"tcx_control","all",4912
"tcx_control","positive",3657
"tcx_control","negative",2224
"tcx_control","all",5881
"tcx_control","positive",2618
"tcx_control","negative",1633
"tcx_control","all",4251
"tcx_control","positive",3283
"tcx_control","negative",1676
"tcx_control","all",4959
"tcx_control","positive",2556
"tcx_control","negative",1592
"tcx_control","all",4148
"tcx_control","positive",3343
"tcx_control","negative",2112
"tcx_control","all",5455
"tcx_control","positive",3082
"tcx_control","negative",1720
"tcx_control","all",4802
"tcx_control","positive",3064
"tcx_control","negative",1928
"tcx_control","all",4992
"tcx_control","positive",3186
"tcx_control","negative",1719
"tcx_control","all",4905
"tcx_control","positive",3223
"tcx_control","negative",1513
"tcx_control","all",4736
"tcx_control","positive",4696
"tcx_control","negative",2256
"tcx_control","all",6952
"tcx_control","positive",1433
"tcx_control","negative",675
"tcx_control","all",2108
"tcx_control","positive",3840
"tcx_control","negative",2637
"tcx_control","all",6477
"tcx_control","positive",4374
"tcx_control","negative",2444
"tcx_control","all",6818
"tcx_control","positive",2984
"tcx_control","negative",1756
"tcx_control","all",4740
"tcx_control","positive",3621
"tcx_control","negative",1904
"tcx_control","all",5525
"tcx_control","positive",3697
"tcx_control","negative",1654
"tcx_control","all",5351
"tcx_control","positive",4456
"tcx_control","negative",2295
"tcx_control","all",6751
"tcx_control","positive",3305
"tcx_control","negative",1840
"tcx_control","all",5145
"tcx_control","positive",2770
"tcx_control","negative",1629
"tcx_control","all",4399
"tcx_control","positive",3168
"tcx_control","negative",1662
"tcx_control","all",4830
"tcx_control","positive",3365
"tcx_control","negative",2036
"tcx_control","all",5401
"tcx_control","positive",3306
"tcx_control","negative",1779
"tcx_control","all",5085
"tcx_control","positive",2325
"tcx_control","negative",1213
"tcx_control","all",3538
"tcx_control","positive",3065
"tcx_control","negative",1797
"tcx_control","all",4862
"tcx_control","positive",3229
"tcx_control","negative",1518
"tcx_control","all",4747
"tcx_control","positive",2293
"tcx_control","negative",1374
"tcx_control","all",3667
"tcx_control","positive",2948
"tcx_control","negative",1193
"tcx_control","all",4141
"tcx_control","positive",3791
"tcx_control","negative",1923
"tcx_control","all",5714
"tcx_control","positive",3182
"tcx_control","negative",1493
"tcx_control","all",4675
"tcx_control","positive",3598
"tcx_control","negative",2210
"tcx_control","all",5808
"tcx_control","positive",2960
"tcx_control","negative",1592
"tcx_control","all",4552
"tcx_control","positive",3668
"tcx_control","negative",1709
"tcx_control","all",5377
"tcx_control","positive",3237
"tcx_control","negative",2137
"tcx_control","all",5374
"tcx_control","positive",2386
"tcx_control","negative",1454
"tcx_control","all",3840
"tcx_control","positive",2308
"tcx_control","negative",1415
"tcx_control","all",3723
"tcx_control","positive",3166
"tcx_control","negative",1856
"tcx_control","all",5022
"tcx_control","positive",4215
"tcx_control","negative",2151
"tcx_control","all",6366
"tcx_control","positive",3527
"tcx_control","negative",2128
"tcx_control","all",5655
"tcx_control","positive",3417
"tcx_control","negative",1952
"tcx_control","all",5369
"tcx_control","positive",3749
"tcx_control","negative",1839
"tcx_control","all",5588
"tcx_control","positive",3382
"tcx_control","negative",1599
"tcx_control","all",4981
"tcx_control","positive",2750
"tcx_control","negative",1504
"tcx_control","all",4254
"tcx_control","positive",3779
"tcx_control","negative",2329
"tcx_control","all",6108
"tcx_control","positive",3174
"tcx_control","negative",1649
"tcx_control","all",4823
"tcx_control","positive",2980
"tcx_control","negative",1805
"tcx_control","all",4785
"tcx_control","positive",3736
"tcx_control","negative",2832
"tcx_control","all",6568
"tcx_control","positive",3083
"tcx_control","negative",1799
"tcx_control","all",4882
"tcx_control","positive",2872
"tcx_control","negative",1321
"tcx_control","all",4193
"tcx_control","positive",4884
"tcx_control","negative",2941
"tcx_control","all",7825
"tcx_control","positive",3633
"tcx_control","negative",2337
"tcx_control","all",5970
"tcx_control","positive",3165
"tcx_control","negative",2135
"tcx_control","all",5300
"tcx_control","positive",2263
"tcx_control","negative",1194
"tcx_control","all",3457
"tcx_control","positive",4034
"tcx_control","negative",2234
"tcx_control","all",6268
"tcx_control","positive",2827
"tcx_control","negative",1704
"tcx_control","all",4531
"tcx_control","positive",3851
"tcx_control","negative",2390
"tcx_control","all",6241
"tcx_control","positive",3543
"tcx_control","negative",2069
"tcx_control","all",5612
"tcx_control","positive",3824
"tcx_control","negative",2218
"tcx_control","all",6042
"tcx_control","positive",3037
"tcx_control","negative",1807
"tcx_control","all",4844
"tcx_control","positive",3570
"tcx_control","negative",2035
"tcx_control","all",5605
"tcx_control","positive",4058
"tcx_control","negative",2216
"tcx_control","all",6274
"tcx_control","positive",3222
"tcx_control","negative",1881
"tcx_control","all",5103
"tcx_control","positive",2997
"tcx_control","negative",1637
"tcx_control","all",4634
"tcx_control","positive",3624
"tcx_control","negative",2032
"tcx_control","all",5656
"tcx_control","positive",3271
"tcx_control","negative",1905
"tcx_control","all",5176
"tcx_control","positive",3926
"tcx_control","negative",2380
"tcx_control","all",6306
"tcx_control","positive",3359
"tcx_control","negative",1634
"tcx_control","all",4993
"tcx_control","positive",3894
"tcx_control","negative",2007
"tcx_control","all",5901
"tcx_control","positive",3695
"tcx_control","negative",2226
"tcx_control","all",5921
"tcx_control","positive",3450
"tcx_control","negative",1934
"tcx_control","all",5384
"tcx_control","positive",3161
"tcx_control","negative",1604
"tcx_control","all",4765
"tcx_control","positive",2788
"tcx_control","negative",1841
"tcx_control","all",4629
"tcx_control","positive",2755
"tcx_control","negative",1412
"tcx_control","all",4167
"tcx_control","positive",2968
"tcx_control","negative",1855
"tcx_control","all",4823
"tcx_control","positive",2542
"tcx_control","negative",1391
"tcx_control","all",3933
"tcx_control","positive",3925
"tcx_control","negative",2475
"tcx_control","all",6400
"tcx_control","positive",2754
"tcx_control","negative",1951
"tcx_control","all",4705
"tcx_control","positive",2391
"tcx_control","negative",1213
"tcx_control","all",3604
"tcx_control","positive",3108
"tcx_control","negative",1528
"tcx_control","all",4636
"tcx_control","positive",2308
"tcx_control","negative",1499
"tcx_control","all",3807
"tcx_control","positive",3791
"tcx_control","negative",2137
"tcx_control","all",5928
"tcx_control","positive",3019
"tcx_control","negative",1811
"tcx_control","all",4830
"tcx_control","positive",2957
"tcx_control","negative",1745
"tcx_control","all",4702
