"geneName","teName","coef","pair","group"
"ZNF136","L1M2c",-0.784361441510117,"L1M2c:ZNF136","negative"
"ZNF136","L1M3c",-0.720420523392013,"L1M3c:ZNF136","negative"
"ZNF136","L1M3f",-0.579063795239833,"L1M3f:ZNF136","negative"
"ZNF136","L1M4",-0.637781448485988,"L1M4:ZNF136","negative"
"ZNF136","L1M4b",-0.697709719777225,"L1M4b:ZNF136","negative"
"ZNF136","L1M4c",-0.774001880820054,"L1M4c:ZNF136","negative"
"ZNF136","L1MA4",-0.633171399782864,"L1MA4:ZNF136","negative"
"ZNF136","L1MA4A",-0.553839216777876,"L1MA4A:ZNF136","negative"
"ZNF136","L1MA5",-0.66816675422405,"L1MA5:ZNF136","negative"
"ZNF136","L1MA6",-0.564045550820698,"L1MA6:ZNF136","negative"
"ZNF136","L1MA8",-0.575429640256395,"L1MA8:ZNF136","negative"
"ZNF136","L1MA9",-0.680358569503309,"L1MA9:ZNF136","negative"
"ZNF136","L1MCa",-0.809651098989475,"L1MCa:ZNF136","negative"
"ZNF136","L1MDa",-0.780459026072208,"L1MDa:ZNF136","negative"
"ZNF136","L1MEc",-0.754717446569561,"L1MEc:ZNF136","negative"
"ZNF136","L1MEd",-0.560302734879078,"L1MEd:ZNF136","negative"
"ZNF136","L1MEf",-0.722133119435496,"L1MEf:ZNF136","negative"
"ZNF136","L1MEg",-0.632970087271167,"L1MEg:ZNF136","negative"
"ZNF136","L1P1",-0.602156733017405,"L1P1:ZNF136","negative"
"ZNF136","L1P2",-0.641982842412479,"L1P2:ZNF136","negative"
"ZNF136","L1PA6",-0.563565600761797,"L1PA6:ZNF136","negative"
"ZNF136","L1PA7",-0.60669900640432,"L1PA7:ZNF136","negative"
"ZNF136","L1PA8A",-0.614136949327735,"L1PA8A:ZNF136","negative"
"ZNF136","L1PB1",-0.623967980507897,"L1PB1:ZNF136","negative"
"ZNF136","L1PBa1",-0.564625094242731,"L1PBa1:ZNF136","negative"
"ZNF136","L1PBa",-0.664328678727247,"L1PBa:ZNF136","negative"
"ZKSCAN5","SVA_C",0.541490523914236,"SVA_C:ZKSCAN5","positive"
"ZNF33B","HUERS-P1-int",0.546764059877231,"HUERS-P1-int:ZNF33B","positive"
"ZNF33B","LTR33B",0.678958343088093,"LTR33B:ZNF33B","positive"
"ZNF33B","LTR50",0.738093331274946,"LTR50:ZNF33B","positive"
"ZNF33B","LTR67B",0.791941738980675,"LTR67B:ZNF33B","positive"
"ZNF418","MER49",0.659270332340759,"MER49:ZNF418","positive"
"ZNF418","MER72",0.676738769749546,"MER72:ZNF418","positive"
"ZNF418","MLT1F1-int",0.67000242389652,"MLT1F1-int:ZNF418","positive"
"ZNF418","THE1A",0.623648748866072,"THE1A:ZNF418","positive"
"ZNF441","AluSc8",-0.685562775797661,"AluSc8:ZNF441","negative"
"ZNF441","AluSc",-0.711904860267442,"AluSc:ZNF441","negative"
"ZNF441","AluSg4",-0.548245872751257,"AluSg4:ZNF441","negative"
"ZNF441","AluSg7",-0.7625421195851,"AluSg7:ZNF441","negative"
"ZNF441","AluSg",-0.598754836745381,"AluSg:ZNF441","negative"
"ZNF441","AluSx1",-0.540647283373082,"AluSx1:ZNF441","negative"
"ZNF441","AluSx3",-0.643092142893398,"AluSx3:ZNF441","negative"
"ZNF441","AluSx4",-0.61462265958012,"AluSx4:ZNF441","negative"
"ZNF441","AluY",-0.772386129368239,"AluY:ZNF441","negative"
"ZNF441","AluYa5",-0.667589250095261,"AluYa5:ZNF441","negative"
"ZNF441","AluYa8",-0.619886010405192,"AluYa8:ZNF441","negative"
"ZNF441","AluYc3",-0.571210673941396,"AluYc3:ZNF441","negative"
"ZNF441","AluYc",-0.766177396975741,"AluYc:ZNF441","negative"
"ZNF441","AluYg6",-0.574582951246229,"AluYg6:ZNF441","negative"
"ZNF441","LOR1a",0.63643097087352,"LOR1a:ZNF441","positive"
"ZNF441","MER66B",0.799168685973153,"MER66B:ZNF441","positive"
"ZNF257","LTR18A",0.534890367286102,"LTR18A:ZNF257","positive"
"ZNF786","AluYc",-0.846378012328013,"AluYc:ZNF786","negative"
"ZNF786","HERVK3-int",0.827850634880259,"HERVK3-int:ZNF786","positive"
"ZNF786","LTR10B1",0.646936185742134,"LTR10B1:ZNF786","positive"
"ZNF786","LTR12C",0.661286214227773,"LTR12C:ZNF786","positive"
"ZNF786","MER21C",0.791627603208844,"MER21C:ZNF786","positive"
"ZNF786","THE1B-int",0.858722453217847,"THE1B-int:ZNF786","positive"
"ZNF786","THE1C-int",0.724288336391974,"THE1C-int:ZNF786","positive"
"ZNF786","THE1D-int",0.728443892611419,"THE1D-int:ZNF786","positive"
"ZNF675","MSTA-int",0.828442790142227,"MSTA-int:ZNF675","positive"
"ZNF675","MSTD-int",0.646407121093803,"MSTD-int:ZNF675","positive"
"ZNF675","THE1-int",0.611028082793062,"THE1-int:ZNF675","positive"
"ZNF675","THE1A-int",0.853665514387502,"THE1A-int:ZNF675","positive"
"ZNF675","THE1B-int",0.844707751267422,"THE1B-int:ZNF675","positive"
"ZNF675","THE1C-int",0.782725994814639,"THE1C-int:ZNF675","positive"
"ZNF675","THE1D-int",0.865390716802239,"THE1D-int:ZNF675","positive"
"ZNF81","L1M3",-0.613533368495405,"L1M3:ZNF81","negative"
"ZNF81","L1MA9",-0.696045461842692,"L1MA9:ZNF81","negative"
"ZNF81","L1MD",-0.600632020276349,"L1MD:ZNF81","negative"
"ZNF273","MLT2B4",0.563507202716133,"MLT2B4:ZNF273","positive"
"ZNF84","L1HS",-0.673359932827968,"L1HS:ZNF84","negative"
"ZNF84","L1MC1",-0.648310646733265,"L1MC1:ZNF84","negative"
"ZNF84","L1P1",-0.762364149473374,"L1P1:ZNF84","negative"
"ZNF84","L1P2",-0.820895135019481,"L1P2:ZNF84","negative"
"ZNF84","L1P3",-0.583094244519445,"L1P3:ZNF84","negative"
"ZNF84","L1PA10",-0.541281076292434,"L1PA10:ZNF84","negative"
"ZNF84","L1PA12",-0.60996577933832,"L1PA12:ZNF84","negative"
"ZNF84","L1PA2",-0.617016391396641,"L1PA2:ZNF84","negative"
"ZNF84","L1PA4",-0.604301596195629,"L1PA4:ZNF84","negative"
"ZNF84","L1PA5",-0.556317005655937,"L1PA5:ZNF84","negative"
"ZNF84","L1PA6",-0.683929450402101,"L1PA6:ZNF84","negative"
"ZNF84","L1PA7",-0.669984108569702,"L1PA7:ZNF84","negative"
"ZNF84","L1PA8A",-0.613578991218733,"L1PA8A:ZNF84","negative"
"ZNF649","L1PA5",-0.608023625893728,"L1PA5:ZNF649","negative"
"ZNF248","L1M1",-0.614081374212223,"L1M1:ZNF248","negative"
"ZNF248","L1M2",-0.580971990167209,"L1M2:ZNF248","negative"
"ZNF248","L1MA3",-0.543302666028004,"L1MA3:ZNF248","negative"
"ZNF248","L1MA4",-0.561012662180047,"L1MA4:ZNF248","negative"
"ZNF248","L1MB5",0.645077155399815,"L1MB5:ZNF248","positive"
"ZNF248","L1MB8",0.545601123945124,"L1MB8:ZNF248","positive"
"ZNF248","L1MCa",-0.659772902108725,"L1MCa:ZNF248","negative"
"ZNF248","L1MDa",-0.643522323624562,"L1MDa:ZNF248","negative"
"ZNF248","L1ME3A",0.648477803811521,"L1ME3A:ZNF248","positive"
"ZNF248","L1P1",-0.59028560188911,"L1P1:ZNF248","negative"
"ZNF248","L1P2",-0.587665717846764,"L1P2:ZNF248","negative"
"ZNF248","L1P3",-0.68160378026731,"L1P3:ZNF248","negative"
"ZNF248","L1PA7",-0.634700541103991,"L1PA7:ZNF248","negative"
"ZNF248","L1PA8A",-0.545042049613906,"L1PA8A:ZNF248","negative"
"ZNF248","L1PB1",-0.591185643466068,"L1PB1:ZNF248","negative"
"ZNF248","L1PBa",-0.679237133630058,"L1PBa:ZNF248","negative"
"ZNF334","AluYa5",-0.610754527534883,"AluYa5:ZNF334","negative"
"ZNF334","ERVL-B4-int",0.72637143291487,"ERVL-B4-int:ZNF334","positive"
"ZNF334","ERVL-E-int",0.682279335673448,"ERVL-E-int:ZNF334","positive"
"ZNF334","LTR13",0.663359537994835,"LTR13:ZNF334","positive"
"ZNF334","LTR41B",0.705337897930947,"LTR41B:ZNF334","positive"
"ZNF334","SVA_D",0.57140080186226,"SVA_D:ZNF334","positive"
"ZNF334","SVA_E",0.612404271944378,"SVA_E:ZNF334","positive"
"ZNF442","LOR1a",0.61619237595289,"LOR1a:ZNF442","positive"
"ZNF587","HERVK-int",0.700230645532514,"HERVK-int:ZNF587","positive"
"ZNF587","HERVK14-int",0.549408463227121,"HERVK14-int:ZNF587","positive"
"ZNF587","HERVK3-int",0.749887940996757,"HERVK3-int:ZNF587","positive"
"ZNF587","HERVK9-int",0.741189287458298,"HERVK9-int:ZNF587","positive"
"ZNF587","LTR10B1",0.632192790495212,"LTR10B1:ZNF587","positive"
"ZNF587","LTR10C",0.665928760215185,"LTR10C:ZNF587","positive"
"ZNF587","LTR13",0.725891076561265,"LTR13:ZNF587","positive"
"ZNF587","LTR14",0.641256994270676,"LTR14:ZNF587","positive"
"ZNF587","LTR5B",0.691868859936993,"LTR5B:ZNF587","positive"
"ZNF587","LTR5_Hs",0.681830978496836,"LTR5_Hs:ZNF587","positive"
"ZNF587","MER34C2",0.628516539493149,"MER34C2:ZNF587","positive"
"ZNF587","MER66C",0.596026911156311,"MER66C:ZNF587","positive"
"ZNF587","MER9a3",0.570189563881781,"MER9a3:ZNF587","positive"
"ZNF587","MamGypLTR3",0.582872450338723,"MamGypLTR3:ZNF587","positive"
"ZNF627","MER34C2",0.578879967067398,"MER34C2:ZNF627","positive"
"ZNF425","L1M1",-0.655405441381319,"L1M1:ZNF425","negative"
"ZNF425","L1MA3",-0.738194914729111,"L1MA3:ZNF425","negative"
"ZNF425","L1P1",-0.64130548084621,"L1P1:ZNF425","negative"
"ZNF425","L1P2",-0.646430201251957,"L1P2:ZNF425","negative"
"ZNF425","L1PA7",-0.626117488731344,"L1PA7:ZNF425","negative"
"ZNF425","LTR13",0.677672086756317,"LTR13:ZNF425","positive"
"ZNF425","LTR26",0.558855417068775,"LTR26:ZNF425","positive"
"ZNF425","LTR41B",0.604195099726675,"LTR41B:ZNF425","positive"
"ZNF425","LTR5_Hs",0.617779069238348,"LTR5_Hs:ZNF425","positive"
"ZNF425","MER11B",0.584338647005547,"MER11B:ZNF425","positive"
"ZNF425","MLT1A1",0.570149909319707,"MLT1A1:ZNF425","positive"
"ZNF425","MSTB1",0.756938536210126,"MSTB1:ZNF425","positive"
"ZNF736","HUERS-P3b-int",0.78690267524235,"HUERS-P3b-int:ZNF736","positive"
"ZNF736","LTR12C",0.691466092207017,"LTR12C:ZNF736","positive"
"ZNF736","LTR12D",0.5797166637038,"LTR12D:ZNF736","positive"
"ZNF736","LTR1D",0.625365132357587,"LTR1D:ZNF736","positive"
"ZNF736","LTR27B",0.62451539412957,"LTR27B:ZNF736","positive"
"ZNF736","LTR9",0.640549979788044,"LTR9:ZNF736","positive"
"ZNF736","MER11D",0.669229704015826,"MER11D:ZNF736","positive"
"ZNF736","MER52A",0.700817119285437,"MER52A:ZNF736","positive"
"ZNF736","MER52C",0.650747557180308,"MER52C:ZNF736","positive"
"ZNF736","MER9a2",0.714261871700521,"MER9a2:ZNF736","positive"
"ZNF736","MLT1J1",0.582151361309906,"MLT1J1:ZNF736","positive"
"ZNF736","MLT1J2",0.716947714139307,"MLT1J2:ZNF736","positive"
"ZNF736","MSTA-int",0.691600643189766,"MSTA-int:ZNF736","positive"
"ZNF736","SVA_D",0.598331139477533,"SVA_D:ZNF736","positive"
"ZNF736","SVA_E",0.572627724597544,"SVA_E:ZNF736","positive"
"ZNF737","HERVK14-int",0.685876789582057,"HERVK14-int:ZNF737","positive"
"ZNF432","HERVK3-int",-0.701985788489632,"HERVK3-int:ZNF432","negative"
"ZNF432","MER57C1",-0.710331241232231,"MER57C1:ZNF432","negative"
"ZNF10","L1M4",-0.586001239279481,"L1M4:ZNF10","negative"
"ZNF10","L1MEd",-0.581457318622196,"L1MEd:ZNF10","negative"
"ZNF10","L1P1",-0.700787189544352,"L1P1:ZNF10","negative"
"ZNF10","L1P3",-0.718635876046558,"L1P3:ZNF10","negative"
"ZNF10","L1PA10",-0.580853632569334,"L1PA10:ZNF10","negative"
"ZNF10","L1PA15",-0.564706063677146,"L1PA15:ZNF10","negative"
"ZNF10","L1PA4",-0.560296549973891,"L1PA4:ZNF10","negative"
"ZNF10","L1PA6",-0.652238573599691,"L1PA6:ZNF10","negative"
"ZNF10","L1PA7",-0.769880344865704,"L1PA7:ZNF10","negative"
"ZNF10","L1PREC2",-0.54972019691209,"L1PREC2:ZNF10","negative"
"ZNF10","MLT1B",0.804359673350885,"MLT1B:ZNF10","positive"
"ZNF224","AluJb",0.703176764391452,"AluJb:ZNF224","positive"
"ZNF224","AluJr",0.679680147104691,"AluJr:ZNF224","positive"
"ZNF224","HERVIP10FH-int",0.557139333455177,"HERVIP10FH-int:ZNF224","positive"
"ZNF2","HUERS-P3-int",0.688723169431208,"HUERS-P3-int:ZNF2","positive"
"ZNF2","HUERS-P3b-int",0.640621393875085,"HUERS-P3b-int:ZNF2","positive"
"ZNF2","LTR12C",0.728631197220644,"LTR12C:ZNF2","positive"
"ZNF2","LTR12D",0.623821357375162,"LTR12D:ZNF2","positive"
"ZNF2","LTR12E",0.537013452397071,"LTR12E:ZNF2","positive"
"ZNF2","LTR13",0.555044107513269,"LTR13:ZNF2","positive"
"ZNF2","LTR41B",0.594273863287825,"LTR41B:ZNF2","positive"
"ZNF2","LTR50",0.684290335203683,"LTR50:ZNF2","positive"
"ZNF2","MER66B",0.680253074432556,"MER66B:ZNF2","positive"
"ZNF2","MSTA-int",0.683187993896023,"MSTA-int:ZNF2","positive"
"ZNF2","Tigger16a",0.589396492732841,"Tigger16a:ZNF2","positive"
